Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00       3/20          S_AL_Shutdown [446]
                0.00    0.00       5/20          S_AL_StartBackgroundTrack [441]
                0.00    0.00      12/20          S_AL_StopAllSounds [394]
[970]    0.0    0.00    0.00      20         S_AL_StopBackgroundTrack [970]
-----------------------------------------------
                0.00    0.00       2/18          IN_IsConsoleKey [713]
                0.00    0.00      16/18          Key_StringToKeynum [910]
[971]    0.0    0.00    0.00      18         Com_HexStrToInt [971]
-----------------------------------------------
                0.00    0.00      18/18          GL_SetDefaultState [714]
[972]    0.0    0.00    0.00      18         GL_TextureMode [972]
                0.00    0.00      72/11515975     Q_stricmp [748]
-----------------------------------------------
                0.00    0.00       9/18          IN_ActivateMouse [780]
                0.00    0.00       9/18          IN_DeactivateMouse [887]
[973]    0.0    0.00    0.00      18         IN_GobbleMotionEvents [973]
-----------------------------------------------
                0.00    0.00      17/17          FS_SV_FOpenFileRead [964]
[974]    0.0    0.00    0.00      17         FS_filelength [974]
                0.00    0.00      17/3189        FS_FileForHandle [857]
                0.00    0.00      17/29          FS_fplength [967]
-----------------------------------------------
                0.00    0.00       1/16          Sys_SetXdgDataHomePath [1116]
                0.00    0.00       7/16          FS_FOpenFileWrite [1009]
                0.00    0.00       8/16          FS_Startup [186]
[975]    0.0    0.00    0.00      16         FS_CreatePath [975]
                0.00    0.00      78/78          Sys_Mkdir [948]
                0.00    0.00      16/557218      Q_strncpyz [757]
                0.00    0.00      16/7504        FS_ReplaceSeparators [833]
-----------------------------------------------
                0.00    0.00      16/16          FS_Startup [186]
[976]    0.0    0.00    0.00      16         Sys_DefaultInstallPath [976]
-----------------------------------------------
                0.00    0.00       5/14          CM_LoadMap [389]
                0.00    0.00       9/14          CM_ClearMap [343]
[977]    0.0    0.00    0.00      14         CM_ClearLevelPatches [977]
-----------------------------------------------
                0.00    0.00      14/14          VM_Create [232]
[978]    0.0    0.00    0.00      14         VM_LoadSymbols [978]
-----------------------------------------------
                0.00    0.00      11/11          CM_FloodAreaConnections [1020]
[979]    0.0    0.00    0.00      11         CM_FloodArea_r [979]
-----------------------------------------------
                0.00    0.00      10/10          Hunk_Clear [393]
[980]    0.0    0.00    0.00      10         CIN_CloseAllVideos [980]
-----------------------------------------------
                0.00    0.00       5/10          CL_InitCGame [290]
                0.00    0.00       5/10          CL_SystemInfoChanged [382]
[981]    0.0    0.00    0.00      10         Cvar_SetCheatState [981]
-----------------------------------------------
                0.00    0.00      10/10          Hunk_Clear [393]
[982]    0.0    0.00    0.00      10         SV_ShutdownGameProgs [982]
-----------------------------------------------
                0.00    0.00       2/10          FS_GetModList [1060]
                0.00    0.00       8/10          Sys_ConcatenateFileLists [1048]
[983]    0.0    0.00    0.00      10         Sys_CountFileList [983]
-----------------------------------------------
                0.00    0.00       5/10          CL_InitCGame [290]
                0.00    0.00       5/10          RE_EndRegistration [397]
[984]    0.0    0.00    0.00      10         Sys_LowPhysicalMemory [984]
-----------------------------------------------
                0.00    0.00       9/9           CL_UISystemCalls [86]
[985]    0.0    0.00    0.00       9         CL_GetGlconfig [985]
-----------------------------------------------
                0.00    0.00       9/9           CL_cURL_Shutdown [987]
[986]    0.0    0.00    0.00       9         CL_cURL_Cleanup [986]
-----------------------------------------------
                0.00    0.00       9/9           CL_ShutdownAll [333]
[987]    0.0    0.00    0.00       9         CL_cURL_Shutdown [987]
                0.00    0.00       9/9           CL_cURL_Cleanup [986]
-----------------------------------------------
                0.00    0.00       9/9           GLimp_SetMode [666]
[988]    0.0    0.00    0.00       9         GLimp_GetProcAddresses [988]
                0.00    0.00       9/291909      Q_stricmpn [765]
-----------------------------------------------
                0.00    0.00       9/9           NET_GetLocalAddress [649]
[989]    0.0    0.00    0.00       9         NET_AddLocalAddress [989]
                0.00    0.00       5/557218      Q_strncpyz [757]
-----------------------------------------------
                0.00    0.00       9/9           RE_Shutdown [486]
[990]    0.0    0.00    0.00       9         R_DoneFreeType [990]
-----------------------------------------------
                0.00    0.00       9/9           R_Init [173]
[991]    0.0    0.00    0.00       9         R_InitFogTable [991]
-----------------------------------------------
                0.00    0.00       9/9           R_Init [173]
[992]    0.0    0.00    0.00       9         R_InitFreeType [992]
-----------------------------------------------
                0.00    0.00       9/9           R_Init [173]
[993]    0.0    0.00    0.00       9         R_ModelInit [993]
                0.00    0.00       9/51084       Hunk_AllocDebug [804]
-----------------------------------------------
                0.00    0.00       9/9           R_Init [173]
[994]    0.0    0.00    0.00       9         R_NoiseInit [994]
-----------------------------------------------
                0.00    0.00       9/9           S_BeginRegistration [996]
[995]    0.0    0.00    0.00       9         S_AL_BeginRegistration [995]
-----------------------------------------------
                0.00    0.00       9/9           CL_StartHunkUsers [152]
[996]    0.0    0.00    0.00       9         S_BeginRegistration [996]
                0.00    0.00       9/9           S_AL_BeginRegistration [995]
-----------------------------------------------
                0.00    0.00       8/8           Cmd_Exec_f [608]
[997]    0.0    0.00    0.00       8         COM_DefaultExtension [997]
-----------------------------------------------
                0.00    0.00       8/8           Cmd_Exec_f [608]
[998]    0.0    0.00    0.00       8         Cbuf_InsertText [998]
-----------------------------------------------
                0.00    0.00       1/8           Com_Quit_f <cycle 2> [483]
                0.00    0.00       7/8           FS_Restart [196]
[999]    0.0    0.00    0.00       8         FS_Shutdown [999]
                0.00    0.00    1148/51807       Z_Free [802]
                0.00    0.00    1092/1092        FS_FreePak [888]
                0.00    0.00      40/397         Cmd_RemoveCommand [912]
-----------------------------------------------
                0.00    0.00       8/8           GLimp_SetMode [666]
[1000]   0.0    0.00    0.00       8         GLimp_ClearProcAddresses [1000]
-----------------------------------------------
                0.00    0.00       8/8           Cmd_ExecuteString <cycle 2> [431]
[1001]   0.0    0.00    0.00       8         Key_Unbindall_f [1001]
                0.00    0.00     354/757         Key_SetBinding [897]
-----------------------------------------------
                0.00    0.00       8/8           Com_MD5File [727]
[1002]   0.0    0.00    0.00       8         MD5Update [1002]
                0.00    0.00     224/231         MD5Transform [926]
-----------------------------------------------
                0.00    0.00       8/8           FS_AddGameDirectory [207]
[1003]   0.0    0.00    0.00       8         paksort [1003]
                0.00    0.00    5766/5766        FS_PathCmp [845]
-----------------------------------------------
                0.00    0.00       7/7           Com_WriteConfiguration [1005]
[1004]   0.0    0.00    0.00       7         Com_WriteConfigToFile [1004]
                0.00    0.00       7/7           FS_FOpenFileWrite [1009]
                0.00    0.00       7/364         FS_Printf [915]
                0.00    0.00       7/7           Key_WriteBindings [1010]
                0.00    0.00       7/6602        FS_FCloseFile [837]
                0.00    0.00       7/7           Cvar_WriteVariables [1006]
-----------------------------------------------
                0.00    0.00       7/7           Com_Frame [3]
[1005]   0.0    0.00    0.00       7         Com_WriteConfiguration [1005]
                0.00    0.00       7/7           Com_WriteConfigToFile [1004]
-----------------------------------------------
                0.00    0.00       7/7           Com_WriteConfigToFile [1004]
[1006]   0.0    0.00    0.00       7         Cvar_WriteVariables [1006]
                0.00    0.00    4891/11515975     Q_stricmp [748]
                0.00    0.00    2808/52667       Com_sprintf [800]
                0.00    0.00    2808/3172        FS_Write [858]
-----------------------------------------------
                0.00    0.00       7/7           FS_FOpenFileWrite [1009]
[1007]   0.0    0.00    0.00       7         FS_CheckFilenameIsMutable [1007]
                0.00    0.00      21/21          COM_CompareExtension [968]
-----------------------------------------------
                0.00    0.00       7/7           FS_Restart [196]
[1008]   0.0    0.00    0.00       7         FS_ClearPakReferences [1008]
-----------------------------------------------
                0.00    0.00       7/7           Com_WriteConfigToFile [1004]
[1009]   0.0    0.00    0.00       7         FS_FOpenFileWrite [1009]
                0.00    0.00       7/1156697     FS_HandleForFile [752]
                0.00    0.00       7/7488        FS_BuildOSPath [834]
                0.00    0.00       7/7           FS_CheckFilenameIsMutable [1007]
                0.00    0.00       7/16          FS_CreatePath [975]
                0.00    0.00       7/6262        Sys_FOpen [842]
                0.00    0.00       7/557218      Q_strncpyz [757]
-----------------------------------------------
                0.00    0.00       7/7           Com_WriteConfigToFile [1004]
[1010]   0.0    0.00    0.00       7         Key_WriteBindings [1010]
                0.00    0.00     357/364         FS_Printf [915]
                0.00    0.00     350/350         Key_KeynumToString [920]
-----------------------------------------------
                0.00    0.00       7/7           Com_MD5File [727]
[1011]   0.0    0.00    0.00       7         MD5Final [1011]
                0.00    0.00       7/231         MD5Transform [926]
-----------------------------------------------
                0.00    0.00       7/7           Com_MD5File [727]
[1012]   0.0    0.00    0.00       7         MD5Init [1012]
-----------------------------------------------
                0.00    0.00       1/6           Con_CheckResize [769]
                0.00    0.00       5/6           CL_InitCGame [290]
[1013]   0.0    0.00    0.00       6         Con_ClearNotify [1013]
-----------------------------------------------
                0.00    0.00       1/6           CL_CheckForResend [543]
                0.00    0.00       5/6           CL_CheckUserinfo [773]
[1014]   0.0    0.00    0.00       6         Cvar_InfoString [1014]
                0.00    0.00     137/187         Info_SetValueForKey [929]
-----------------------------------------------
                0.00    0.00       6/6           CL_CharEvent [576]
[1015]   0.0    0.00    0.00       6         Field_CharEvent [1015]
-----------------------------------------------
                0.00    0.00       6/6           Message_Key <cycle 1> [724]
[1016]   0.0    0.00    0.00       6         Field_KeyDownEvent [1016]
-----------------------------------------------
                0.00    0.00       5/5           CL_CgameSystemCalls [11]
[1017]   0.0    0.00    0.00       5         CL_GetGlconfig [1017]
-----------------------------------------------
                0.00    0.00       5/5           CL_ParseGamestate [162]
[1018]   0.0    0.00    0.00       5         CL_ParseServerInfo [1018]
                0.00    0.00      10/17223       Info_ValueForKey [816]
                0.00    0.00       5/557218      Q_strncpyz [757]
-----------------------------------------------
                0.00    0.00       5/5           CL_DownloadsComplete [166]
[1019]   0.0    0.00    0.00       5         CL_SendPureChecksums [1019]
                0.00    0.00       5/5           FS_ReferencedPakPureChecksums [1035]
                0.00    0.00       5/52667       Com_sprintf [800]
                0.00    0.00       5/1010        CL_AddReliableCommand [890]
-----------------------------------------------
                0.00    0.00       5/5           CM_LoadMap [389]
[1020]   0.0    0.00    0.00       5         CM_FloodAreaConnections [1020]
                0.00    0.00      11/11          CM_FloodArea_r [979]
-----------------------------------------------
                0.00    0.00       5/5           CL_CgameSystemCalls [11]
[1021]   0.0    0.00    0.00       5         CM_NumInlineModels [1021]
-----------------------------------------------
                0.00    0.00       5/5           CM_LoadMap [389]
[1022]   0.0    0.00    0.00       5         CMod_LoadBrushSides [1022]
                0.00    0.00       5/51084       Hunk_AllocDebug [804]
-----------------------------------------------
                0.00    0.00       5/5           CM_LoadMap [389]
[1023]   0.0    0.00    0.00       5         CMod_LoadBrushes [1023]
                0.00    0.00    8809/8809        CM_BoundBrush [828]
                0.00    0.00       5/51084       Hunk_AllocDebug [804]
-----------------------------------------------
                0.00    0.00       5/5           CM_LoadMap [389]
[1024]   0.0    0.00    0.00       5         CMod_LoadEntityString [1024]
                0.00    0.00       5/51084       Hunk_AllocDebug [804]
-----------------------------------------------
                0.00    0.00       5/5           CM_LoadMap [389]
[1025]   0.0    0.00    0.00       5         CMod_LoadLeafBrushes [1025]
                0.00    0.00       5/51084       Hunk_AllocDebug [804]
-----------------------------------------------
                0.00    0.00       5/5           CM_LoadMap [389]
[1026]   0.0    0.00    0.00       5         CMod_LoadLeafSurfaces [1026]
                0.00    0.00       5/51084       Hunk_AllocDebug [804]
-----------------------------------------------
                0.00    0.00       5/5           CM_LoadMap [389]
[1027]   0.0    0.00    0.00       5         CMod_LoadLeafs [1027]
                0.00    0.00      15/51084       Hunk_AllocDebug [804]
-----------------------------------------------
                0.00    0.00       5/5           CM_LoadMap [389]
[1028]   0.0    0.00    0.00       5         CMod_LoadNodes [1028]
                0.00    0.00       5/51084       Hunk_AllocDebug [804]
-----------------------------------------------
                0.00    0.00       5/5           CM_LoadMap [389]
[1029]   0.0    0.00    0.00       5         CMod_LoadPlanes [1029]
                0.00    0.00       5/51084       Hunk_AllocDebug [804]
-----------------------------------------------
                0.00    0.00       5/5           CM_LoadMap [389]
[1030]   0.0    0.00    0.00       5         CMod_LoadShaders [1030]
                0.00    0.00       5/51084       Hunk_AllocDebug [804]
-----------------------------------------------
                0.00    0.00       5/5           CM_LoadMap [389]
[1031]   0.0    0.00    0.00       5         CMod_LoadSubmodels [1031]
                0.00    0.00     155/51084       Hunk_AllocDebug [804]
-----------------------------------------------
                0.00    0.00       5/5           CM_LoadMap [389]
[1032]   0.0    0.00    0.00       5         CMod_LoadVisibility [1032]
                0.00    0.00       5/51084       Hunk_AllocDebug [804]
-----------------------------------------------
                0.00    0.00       5/5           RE_LoadWorldMap [69]
[1033]   0.0    0.00    0.00       5         COM_SkipPath [1033]
-----------------------------------------------
                0.00    0.00       5/5           CL_InitDownloads [165]
[1034]   0.0    0.00    0.00       5         FS_ComparePaks [1034]
                0.00    0.00      60/60          FS_idPak [955]
                0.00    0.00      60/65          FS_CheckDirTraversal [952]
-----------------------------------------------
                0.00    0.00       5/5           CL_SendPureChecksums [1019]
[1035]   0.0    0.00    0.00       5         FS_ReferencedPakPureChecksums [1035]
                0.00    0.00      90/5151        va [848]
                0.00    0.00      90/5924        Q_strcat [844]
-----------------------------------------------
                0.00    0.00       5/5           RE_LoadWorldMap [69]
[1036]   0.0    0.00    0.00       5         R_LoadFogs [1036]
                0.00    0.00       5/51084       Hunk_AllocDebug [804]
-----------------------------------------------
                0.00    0.00       5/5           RE_LoadWorldMap [69]
[1037]   0.0    0.00    0.00       5         R_LoadMarksurfaces [1037]
                0.00    0.00       5/51084       Hunk_AllocDebug [804]
-----------------------------------------------
                0.00    0.00       5/5           RE_LoadWorldMap [69]
[1038]   0.0    0.00    0.00       5         R_LoadNodesAndLeafs [1038]
                0.00    0.00       5/51084       Hunk_AllocDebug [804]
                0.00    0.00       5/5           R_SetParent [1043]
-----------------------------------------------
                0.00    0.00       5/5           RE_LoadWorldMap [69]
[1039]   0.0    0.00    0.00       5         R_LoadPlanes [1039]
                0.00    0.00       5/51084       Hunk_AllocDebug [804]
-----------------------------------------------
                0.00    0.00       5/5           RE_LoadWorldMap [69]
[1040]   0.0    0.00    0.00       5         R_LoadShaders [1040]
                0.00    0.00       5/51084       Hunk_AllocDebug [804]
-----------------------------------------------
                0.00    0.00       5/5           RE_LoadWorldMap [69]
[1041]   0.0    0.00    0.00       5         R_LoadSubmodels [1041]
                0.00    0.00      80/585         R_AllocModel [905]
                0.00    0.00      80/52667       Com_sprintf [800]
                0.00    0.00       5/51084       Hunk_AllocDebug [804]
-----------------------------------------------
                0.00    0.00       5/5           RE_LoadWorldMap [69]
[1042]   0.0    0.00    0.00       5         R_LoadVisibility [1042]
                0.00    0.00      10/51084       Hunk_AllocDebug [804]
-----------------------------------------------
                               34032             R_SetParent [1043]
                0.00    0.00       5/5           R_LoadNodesAndLeafs [1038]
[1043]   0.0    0.00    0.00       5+34032   R_SetParent [1043]
                               34032             R_SetParent [1043]
-----------------------------------------------
                0.00    0.00       1/5           Com_Error <cycle 2> [286]
                0.00    0.00       1/5           Com_Quit_f <cycle 2> [483]
                0.00    0.00       3/5           SV_Frame [399]
[1044]   0.0    0.00    0.00       5         SV_Shutdown [1044]
-----------------------------------------------
                0.00    0.00       5/5           Com_TouchMemory [648]
[1045]   0.0    0.00    0.00       5         Z_CheckHeap [1045]
-----------------------------------------------
                0.00    0.00       1/4           CL_GlobalServers_f [671]
                0.00    0.00       1/4           FS_InitFilesystem [332]
                0.00    0.00       2/4           Sys_PIDFileName [1066]
[1046]   0.0    0.00    0.00       4         Cvar_VariableString [1046]
                0.00    0.00       4/286072      Cvar_FindVar [767]
-----------------------------------------------
                0.00    0.00       1/4           CL_Disconnect_f <cycle 2> [747]
                0.00    0.00       3/4           CL_Disconnect <cycle 2> [475]
[1047]   0.0    0.00    0.00       4         SCR_StopCinematic [1047]
-----------------------------------------------
                0.00    0.00       4/4           FS_GetModList [1060]
[1048]   0.0    0.00    0.00       4         Sys_ConcatenateFileLists [1048]
                0.00    0.00       8/10          Sys_CountFileList [983]
                0.00    0.00       6/51807       Z_Free [802]
                0.00    0.00       4/39153       Z_MallocDebug [808]
-----------------------------------------------
                0.00    0.00       2/4           Sys_RemoveInvalidSymlinkToDir [1068]
                0.00    0.00       2/4           CreateXDGPathAndMisc [1089]
[1049]   0.0    0.00    0.00       4         Sys_IsDir [1049]
-----------------------------------------------
                0.00    0.00       3/3           CL_Shutdown <cycle 2> [318]
[1050]   0.0    0.00    0.00       3         CL_ShutdownInput [1050]
                0.00    0.00     153/397         Cmd_RemoveCommand [912]
-----------------------------------------------
                0.00    0.00       1/3           CL_ForwardToServer_f [1074]
                0.00    0.00       1/3           CL_Connect_f <cycle 2> [667]
                0.00    0.00       1/3           Com_Quit_f <cycle 2> [483]
[1051]   0.0    0.00    0.00       3         Cmd_Args [1051]
-----------------------------------------------
                0.00    0.00       3/3           CL_Shutdown <cycle 2> [318]
[1052]   0.0    0.00    0.00       3         Con_Shutdown [1052]
                0.00    0.00      24/397         Cmd_RemoveCommand [912]
-----------------------------------------------
                0.00    0.00       3/3           GLimp_Shutdown [710]
[1053]   0.0    0.00    0.00       3         IN_Shutdown [1053]
                0.00    0.00       3/1111        IN_DeactivateMouse [887]
-----------------------------------------------
                0.00    0.00       3/3           S_AL_Init [638]
[1054]   0.0    0.00    0.00       3         QAL_Init [1054]
-----------------------------------------------
                0.00    0.00       3/3           S_AL_Shutdown [446]
[1055]   0.0    0.00    0.00       3         QAL_Shutdown [1055]
-----------------------------------------------
                0.00    0.00       3/3           S_AL_Shutdown [446]
[1056]   0.0    0.00    0.00       3         S_AL_BufferShutdown [1056]
                0.00    0.00     375/375         S_AL_BufferUnload [914]
-----------------------------------------------
                0.00    0.00       3/3           S_Init [542]
[1057]   0.0    0.00    0.00       3         S_CodecInit [1057]
                0.00    0.00      21/21          S_CodecRegister [969]
-----------------------------------------------
                0.00    0.00       3/3           S_Shutdown [447]
[1058]   0.0    0.00    0.00       3         S_CodecShutdown [1058]
-----------------------------------------------
                0.00    0.00       2/2           CON_Hide [1076]
[1059]   0.0    0.00    0.00       2         CON_Back [1059]
-----------------------------------------------
                0.00    0.00       2/2           FS_GetFileList [439]
[1060]   0.0    0.00    0.00       2         FS_GetModList [1060]
                0.00    0.00     782/11515975     Q_stricmp [748]
                0.00    0.00      92/146         Sys_ListFiles [932]
                0.00    0.00      90/164         Sys_FreeFileList [931]
                0.00    0.00      88/7488        FS_BuildOSPath [834]
                0.00    0.00      48/291909      Q_stricmpn [765]
                0.00    0.00      24/41          FS_SV_FOpenFileRead [964]
                0.00    0.00       4/4           Sys_ConcatenateFileLists [1048]
                0.00    0.00       2/10          Sys_CountFileList [983]
-----------------------------------------------
                0.00    0.00       2/2           Cmd_ExecuteString <cycle 2> [431]
[1061]   0.0    0.00    0.00       2         IN_SpeedUp [1061]
                0.00    0.00       2/7148        IN_KeyUp [835]
-----------------------------------------------
                0.00    0.00       2/2           S_AL_StartBackgroundTrack [441]
[1062]   0.0    0.00    0.00       2         S_AL_CloseMusicFiles [1062]
-----------------------------------------------
                0.00    0.00       2/2           S_AL_MusicSourceGet [699]
[1063]   0.0    0.00    0.00       2         S_AL_SrcGet [1063]
-----------------------------------------------
                0.00    0.00       2/2           S_AL_MusicSourceGet [699]
[1064]   0.0    0.00    0.00       2         S_AL_SrcLock [1064]
-----------------------------------------------
                0.00    0.00       2/2           Sys_RemoveInvalidSymlinkToDir [1068]
[1065]   0.0    0.00    0.00       2         Sys_IsSymbolic [1065]
-----------------------------------------------
                0.00    0.00       1/2           Sys_WritePIDFile [1117]
                0.00    0.00       1/2           Sys_Exit [503]
[1066]   0.0    0.00    0.00       2         Sys_PIDFileName [1066]
                0.00    0.00       2/4           Cvar_VariableString [1046]
                0.00    0.00       2/5151        va [848]
-----------------------------------------------
                0.00    0.00       1/2           Com_InitRand [1083]
                0.00    0.00       1/2           Com_RandomBytes [1087]
[1067]   0.0    0.00    0.00       2         Sys_RandomBytes [1067]
-----------------------------------------------
                0.00    0.00       2/2           CreateXDGPathAndMisc [1089]
[1068]   0.0    0.00    0.00       2         Sys_RemoveInvalidSymlinkToDir [1068]
                0.00    0.00       2/2           Sys_IsSymbolic [1065]
                0.00    0.00       2/4           Sys_IsDir [1049]
-----------------------------------------------
                0.00    0.00       1/2           Com_Error <cycle 2> [286]
                0.00    0.00       1/2           Com_Quit_f <cycle 2> [483]
[1069]   0.0    0.00    0.00       2         VM_Forced_Unload_Start [1069]
-----------------------------------------------
                0.00    0.00       1/2           Com_InitSmallZoneMemory [1084]
                0.00    0.00       1/2           Com_InitZoneMemory [679]
[1070]   0.0    0.00    0.00       2         Z_ClearZone [1070]
-----------------------------------------------
                0.00    0.00       1/2           Sys_SetXdgDataHomePath [1116]
                0.00    0.00       1/2           Sys_SetHomePaths [1115]
[1071]   0.0    0.00    0.00       2         getHome [1071]
-----------------------------------------------
                0.00    0.00       1/1           CIN_PlayCinematic [640]
[1072]   0.0    0.00    0.00       1         CIN_HandleForVideo [1072]
-----------------------------------------------
                0.00    0.00       1/1           Cmd_ExecuteString <cycle 2> [431]
[1073]   0.0    0.00    0.00       1         CL_ForwardCommandToServer [1073]
                0.00    0.00       1/420276      Cmd_Argv [762]
-----------------------------------------------
                0.00    0.00       1/1           Cmd_ExecuteString <cycle 2> [431]
[1074]   0.0    0.00    0.00       1         CL_ForwardToServer_f [1074]
                0.00    0.00       1/29263       Cmd_Argc [813]
                0.00    0.00       1/3           Cmd_Args [1051]
                0.00    0.00       1/1010        CL_AddReliableCommand [890]
-----------------------------------------------
                0.00    0.00       1/1           CL_Connect_f <cycle 2> [667]
[1075]   0.0    0.00    0.00       1         CL_RequestMotd [1075]
-----------------------------------------------
                0.00    0.00       1/1           CON_Shutdown [1078]
[1076]   0.0    0.00    0.00       1         CON_Hide [1076]
                0.00    0.00       2/2           CON_Back [1059]
-----------------------------------------------
                0.00    0.00       1/1           CON_Init [680]
[1077]   0.0    0.00    0.00       1         CON_Show [1077]
-----------------------------------------------
                0.00    0.00       1/1           Sys_Exit [503]
[1078]   0.0    0.00    0.00       1         CON_Shutdown [1078]
                0.00    0.00       1/1           CON_Hide [1076]
-----------------------------------------------
                0.00    0.00       1/1           Com_Init [261]
[1079]   0.0    0.00    0.00       1         Cbuf_Init [1079]
-----------------------------------------------
                0.00    0.00       1/1           Cmd_ExecuteString <cycle 2> [431]
[1080]   0.0    0.00    0.00       1         Cmd_Wait_f [1080]
                0.00    0.00       1/29263       Cmd_Argc [813]
                0.00    0.00       1/420276      Cmd_Argv [762]
-----------------------------------------------
                0.00    0.00       1/1           Com_Init [261]
[1081]   0.0    0.00    0.00       1         Com_AddStartupCommands [1081]
-----------------------------------------------
                0.00    0.00       1/1           Com_Init [261]
[1082]   0.0    0.00    0.00       1         Com_InitPushEvent [1082]
-----------------------------------------------
                0.00    0.00       1/1           Com_Init [261]
[1083]   0.0    0.00    0.00       1         Com_InitRand [1083]
                0.00    0.00       1/2           Sys_RandomBytes [1067]
-----------------------------------------------
                0.00    0.00       1/1           Com_Init [261]
[1084]   0.0    0.00    0.00       1         Com_InitSmallZoneMemory [1084]
                0.00    0.00       1/2           Z_ClearZone [1070]
-----------------------------------------------
                0.00    0.00       1/1           Com_Init [261]
[1085]   0.0    0.00    0.00       1         Com_ParseCommandLine [1085]
-----------------------------------------------
                0.00    0.00       1/1           Com_Milliseconds [653]
[1086]   0.0    0.00    0.00       1         Com_PushEvent [1086]
-----------------------------------------------
                0.00    0.00       1/1           Com_Init [261]
[1087]   0.0    0.00    0.00       1         Com_RandomBytes [1087]
                0.00    0.00       1/2           Sys_RandomBytes [1067]
-----------------------------------------------
                0.00    0.00       1/1           Com_Quit_f <cycle 2> [483]
[1088]   0.0    0.00    0.00       1         Com_Shutdown [1088]
-----------------------------------------------
                0.00    0.00       1/1           Sys_DefaultHomePath [306]
[1089]   0.0    0.00    0.00       1         CreateXDGPathAndMisc [1089]
                0.00    0.00       2/2           Sys_RemoveInvalidSymlinkToDir [1068]
                0.00    0.00       2/4           Sys_IsDir [1049]
                0.00    0.00       1/1           Sys_SetHomePaths [1115]
-----------------------------------------------
                0.00    0.00       1/1           Com_InitHunkMemory [562]
[1090]   0.0    0.00    0.00       1         Cvar_SetDescription [1090]
                0.00    0.00       1/11904       CopyString [822]
-----------------------------------------------
                0.00    0.00       1/1           Com_InitHunkMemory [562]
[1091]   0.0    0.00    0.00       1         FS_LoadStack [1091]
-----------------------------------------------
                0.00    0.00       1/1           SV_BotInitBotLib [1103]
[1092]   0.0    0.00    0.00       1         GetBotLibAPI [1092]
                0.00    0.00       1/1           Init_AAS_Export [1096]
                0.00    0.00       1/1           Init_AI_Export [1097]
                0.00    0.00       1/1           Init_EA_Export [1098]
-----------------------------------------------
                0.00    0.00       1/1           MSG_initHuffman [248]
[1093]   0.0    0.00    0.00       1         Huff_Init [1093]
-----------------------------------------------
                0.00    0.00       1/1           Cmd_ExecuteString <cycle 2> [431]
[1094]   0.0    0.00    0.00       1         IN_DownUp [1094]
                0.00    0.00       1/7148        IN_KeyUp [835]
-----------------------------------------------
                0.00    0.00       1/1           Cmd_ExecuteString <cycle 2> [431]
[1095]   0.0    0.00    0.00       1         IN_SpeedDown [1095]
                0.00    0.00       1/7140        IN_KeyDown [836]
-----------------------------------------------
                0.00    0.00       1/1           GetBotLibAPI [1092]
[1096]   0.0    0.00    0.00       1         Init_AAS_Export [1096]
-----------------------------------------------
                0.00    0.00       1/1           GetBotLibAPI [1092]
[1097]   0.0    0.00    0.00       1         Init_AI_Export [1097]
-----------------------------------------------
                0.00    0.00       1/1           GetBotLibAPI [1092]
[1098]   0.0    0.00    0.00       1         Init_EA_Export [1098]
-----------------------------------------------
                0.00    0.00       1/1           CON_Init [680]
[1099]   0.0    0.00    0.00       1         IsStdinATTY [1099]
-----------------------------------------------
                0.00    0.00       1/1           CL_Connect_f <cycle 2> [667]
[1100]   0.0    0.00    0.00       1         NET_IsLocalAddress [1100]
-----------------------------------------------
                0.00    0.00       1/1           NET_Config [644]
[1101]   0.0    0.00    0.00       1         NET_SetMulticast6 [1101]
                0.00    0.00       1/62          Sys_StringToSockaddr [954]
-----------------------------------------------
                0.00    0.00       1/1           CL_ConnectionlessPacket [583]
[1102]   0.0    0.00    0.00       1         Netchan_Setup [1102]
-----------------------------------------------
                0.00    0.00       1/1           SV_Init [673]
[1103]   0.0    0.00    0.00       1         SV_BotInitBotLib [1103]
                0.00    0.00       1/271272      Cvar_VariableIntegerValue [768]
                0.00    0.00       1/39153       Z_MallocDebug [808]
                0.00    0.00       1/1           GetBotLibAPI [1092]
-----------------------------------------------
                0.00    0.00       1/1           Cmd_ExecuteString <cycle 2> [431]
[1104]   0.0    0.00    0.00       1         SV_RehashBans_f [1104]
-----------------------------------------------
                0.00    0.00       1/1           main [2]
[1105]   0.0    0.00    0.00       1         Sys_BinaryPath [1105]
-----------------------------------------------
                0.00    0.00       1/1           Sys_SetXdgDataHomePath [1116]
[1106]   0.0    0.00    0.00       1         Sys_ConcatXdgHomepathName [1106]
                0.00    0.00       1/5924        Q_strcat [844]
-----------------------------------------------
                0.00    0.00       1/1           main [2]
[1107]   0.0    0.00    0.00       1         Sys_Dirname [1107]
-----------------------------------------------
                0.00    0.00       1/1           Sys_Init [730]
[1108]   0.0    0.00    0.00       1         Sys_GetCurrentUser [1108]
-----------------------------------------------
                0.00    0.00       1/1           Sys_WritePIDFile [1117]
[1109]   0.0    0.00    0.00       1         Sys_PID [1109]
-----------------------------------------------
                0.00    0.00       1/1           main [2]
[1110]   0.0    0.00    0.00       1         Sys_ParseArgs [1110]
-----------------------------------------------
                0.00    0.00       1/1           main [2]
[1111]   0.0    0.00    0.00       1         Sys_PlatformInit [1111]
-----------------------------------------------
